,POSITIVE,NEGATIVE,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,,,,,,,,,,,,,,,,,,,
mate,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
materialist,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
matrimony,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
maxim,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
meaningless,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
medal,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
meddle,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
mediate,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
mediator,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
meditate,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
melancholic,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
melancholy,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
melee,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
melodrama,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
memorable,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
menace,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
menacing,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
mentor,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
mercenary,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
merciless,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
merge,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
merit,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
meritorious,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
merriment,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
merry,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
mess,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
messy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mighty,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
mildew,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
miracle,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
miraculous,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
mire,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mirth,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
misbehavior,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
miscarriage,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
misconduct,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
miserable,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
miserably,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
misery,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
misfortune,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
misguide,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
misguided,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mishap,0,1,0,0,1,1,0,1,1,0,,,,,,,,,,,,,disgust|fear|sadness|surprise,,disgust,fear,sadness,surprise,
mislead,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
misleading,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
misplace,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
misrepresent,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
misrepresentation,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
misrepresented,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
missing,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
misstatement,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mistake,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
mistrust,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
moan,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
mob,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
mock,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
mockery,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mocking,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
modest,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
molestation,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
monster,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
monstrosity,0,1,1,0,1,1,0,0,1,0,,,,,,,,,,,,,anger|disgust|fear|surprise,,anger,disgust,fear,surprise,
moody,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
morbid,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
morbidity,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
morgue,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
moribund,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
morn,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
mortality,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
mortification,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,anticipation|disgust|fear|sadness,,anticipation,disgust,fear,sadness,
mortuary,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
mother,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
motherhood,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
mourn,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
mournful,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
mourning,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
muck,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mug,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
murder,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
murderer,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
murderous,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
musty,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mutable,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
mutilate,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mutilated,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
mutilation,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
mutiny,0,1,1,0,1,1,0,0,1,0,,,,,,,,,,,,,anger|disgust|fear|surprise,,anger,disgust,fear,surprise,
mysterious,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,anticipation|fear|surprise,,anticipation,fear,surprise,,
mystery,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,anticipation|surprise,,anticipation,surprise,,,
nab,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
nag,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
nascent,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
nasty,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
navigable,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
nefarious,0,1,0,0,1,1,0,1,1,0,,,,,,,,,,,,,disgust|fear|sadness|surprise,,disgust,fear,sadness,surprise,
negative,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
neglect,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
neglected,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
nepotism,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
nervous,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
nervousness,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
nestle,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
nettle,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
nightmare,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
nobility,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
noble,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
nobleman,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
noisy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
noncompliance,0,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,anger|anticipation|fear|sadness,,anger,anticipation,fear,sadness,
nonsensical,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
noose,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
notable,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
nothingness,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
notification,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
notoriety,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
noxious,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
nuisance,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
numbness,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
nurture,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
oath,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
obedience,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
obey,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,fear|trust,,fear,trust,,,
obi,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
obit,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
obituary,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
objection,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
objective,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
oblige,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|disgust|fear,,anger,anticipation,disgust,fear,
obliging,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
obliterate,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
obliterated,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
obliteration,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
obnoxious,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
obscene,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
obscenity,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
obstacle,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
occult,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
oddity,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,disgust|surprise,,disgust,surprise,,,
odious,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
offend,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
offended,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
offender,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
offense,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
offensive,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
ogre,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
omen,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
ominous,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
omnipotence,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
omniscient,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
onerous,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
ongoing,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
onset,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
ooze,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
opinionated,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
opponent,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|disgust|fear,,anger,anticipation,disgust,fear,
opportune,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
opportunity,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
oppose,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
opposed,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
opposition,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
oppress,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
oppression,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
oppressive,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
oppressor,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
optimism,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
optimist,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
oracle,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
ordeal,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
ordination,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
orgasm,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
originality,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
orphan,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
oust,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
outburst,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
outcast,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
outcry,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
outdo,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
outrage,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
outrageous,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
outstanding,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
ovation,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
overbear,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
overbearing,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
overdue,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
overjoy,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
overjoyed,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
overload,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
overthrow,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
overwhelm,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
owe,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
pain,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
pained,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
painful,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
painfully,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
palsy,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
pang,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
panic,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
paragon,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
paralysis,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
paralyze,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
paralyzed,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
paranoia,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
parasite,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
parole,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
parrot,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
parting,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
passion,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
passionate,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
pathetic,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
patience,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
patient,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
patrol,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
patron,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
patronage,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
pauper,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
peace,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
peaceful,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
penal,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
penalty,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
penance,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
penetration,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
penitentiary,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
pensive,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
perchance,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
perdition,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
perfect,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
perfection,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
peri,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
peril,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,anticipation|fear|sadness,,anticipation,fear,sadness,,
perilous,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,anticipation|fear|sadness,,anticipation,fear,sadness,,
perish,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
perjury,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
pernicious,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
perpetrator,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
perpetuate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
perplexity,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
persecute,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
persecution,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
perturbation,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
perverse,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
perversion,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
pervert,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
perverted,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
pessimism,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
pessimist,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
pest,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
pestilence,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
phantom,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
philanthropic,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
philanthropist,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
phlegm,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
phony,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
picnic,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
pig,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
piles,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
pillage,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
pine,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
pinion,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
pious,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
